Date	SPX Index	RACE IM Equity	RACE US Equity	F US Equity	AAPL US Equity	NOKIA FH Equity	EURUSD Curncy
40653	1330.36	#N/A N/A	#N/A N/A	15.09	12.2289	5.935	1.4523
40654	1337.39	#N/A N/A	#N/A N/A	15.43	12.5249	5.96	1.4552
40658	1335.25	#N/A N/A	#N/A N/A	15.54	12.6075	5.96	1.4582
40659	1347.24	#N/A N/A	#N/A N/A	15.66	12.515	5.96	1.4644
40660	1355.66	#N/A N/A	#N/A N/A	15.58	12.5054	6.155	1.4788
40661	1360.48	#N/A N/A	#N/A N/A	15.5	12.3839	6.3	1.4822
40662	1363.61	#N/A N/A	#N/A N/A	15.47	12.5046	6.22	1.4807
40665	1361.22	#N/A N/A	#N/A N/A	15.45	12.3671	6.295	1.483
40666	1356.62	#N/A N/A	#N/A N/A	15.38	12.4357	6.29	1.4825
40667	1347.32	#N/A N/A	#N/A N/A	15.15	12.4846	5.84	1.4827
40668	1335.1	#N/A N/A	#N/A N/A	15.08	12.3839	5.835	1.4539
40669	1340.2	#N/A N/A	#N/A N/A	15.11	12.3807	5.92	1.4316
40672	1346.3	#N/A N/A	#N/A N/A	15.08	12.4143	5.89	1.4365
40673	1357.16	#N/A N/A	#N/A N/A	15.15	12.4804	6.02	1.4409
40674	1342.08	#N/A N/A	#N/A N/A	15.15	12.4011	6.105	1.4192
40675	1348.65	#N/A N/A	#N/A N/A	15.26	12.3775	6.055	1.4246
40676	1337.77	#N/A N/A	#N/A N/A	15.08	12.1607	6.02	1.4119
40679	1329.47	#N/A N/A	#N/A N/A	15.13	11.9036	6.055	1.4156
40680	1328.98	#N/A N/A	#N/A N/A	14.97	12.005	6.015	1.4237
40681	1340.68	#N/A N/A	#N/A N/A	15.12	12.1382	6.015	1.425
40682	1343.6	#N/A N/A	#N/A N/A	15.12	12.1618	5.955	1.4309
40683	1333.27	#N/A N/A	#N/A N/A	15	11.9721	5.9	1.4161
40686	1317.37	#N/A N/A	#N/A N/A	14.8	11.9429	5.75	1.4048
40687	1316.28	#N/A N/A	#N/A N/A	14.66	11.8639	5.78	1.41
40688	1320.47	#N/A N/A	#N/A N/A	14.58	12.0279	5.815	1.4088
40689	1325.69	#N/A N/A	#N/A N/A	14.56	11.9643	5.715	1.4145
40690	1331.1	#N/A N/A	#N/A N/A	14.6	12.0504	5.75	1.4319
40694	1345.2	#N/A N/A	#N/A N/A	14.92	12.4225	4.75	1.4396
40695	1314.55	#N/A N/A	#N/A N/A	14.23	12.3396	4.714	1.4328
40696	1312.94	#N/A N/A	#N/A N/A	14.18	12.3608	4.714	1.4491
40697	1300.16	#N/A N/A	#N/A N/A	14.01	12.2657	4.482	1.4635
40700	1286.17	#N/A N/A	#N/A N/A	13.91	12.0729	4.55	1.4576
40701	1284.94	#N/A N/A	#N/A N/A	13.95	11.8586	4.48	1.4691
40702	1279.56	#N/A N/A	#N/A N/A	13.7	11.8657	4.294	1.4583
40703	1289	#N/A N/A	#N/A N/A	13.8	11.8389	4.308	1.451
40704	1270.98	#N/A N/A	#N/A N/A	13.35	11.6393	4.3	1.4347
40707	1271.83	#N/A N/A	#N/A N/A	13.14	11.6643	4.294	1.4413
40708	1287.87	#N/A N/A	#N/A N/A	13.43	11.8729	4.362	1.444
40709	1265.42	#N/A N/A	#N/A N/A	13.15	11.6696	4.19	1.4181
40710	1267.64	#N/A N/A	#N/A N/A	12.83	11.6129	4.136	1.4204
40711	1271.5	#N/A N/A	#N/A N/A	12.77	11.4379	4.232	1.4306
40714	1278.36	#N/A N/A	#N/A N/A	12.94	11.2614	4.05	1.4304
40715	1295.52	#N/A N/A	#N/A N/A	13.32	11.6179	4.206	1.4412
40716	1287.14	#N/A N/A	#N/A N/A	13.36	11.5218	4.208	1.4357
40717	1283.5	#N/A N/A	#N/A N/A	13.47	11.8296	4.144	1.4256
40718	1268.45	#N/A N/A	#N/A N/A	13.24	11.6554	4.144	1.4188
40721	1280.1	#N/A N/A	#N/A N/A	13.46	11.8586	4.258	1.4287
40722	1296.67	#N/A N/A	#N/A N/A	13.33	11.9736	4.25	1.4371
40723	1307.41	#N/A N/A	#N/A N/A	13.42	11.93	4.386	1.4435
40724	1320.64	#N/A N/A	#N/A N/A	13.79	11.9882	4.47	1.4502
40725	1339.67	#N/A N/A	#N/A N/A	14.02	12.2593	4.45	1.4526
40729	1337.88	#N/A N/A	#N/A N/A	14.1	12.4796	4.37	1.4429
40730	1339.23	#N/A N/A	#N/A N/A	13.96	12.5629	4.4	1.4319
40731	1353.22	#N/A N/A	#N/A N/A	14.12	12.7571	4.524	1.4364
40732	1343.8	#N/A N/A	#N/A N/A	13.88	12.8468	4.346	1.4265
40735	1319.49	#N/A N/A	#N/A N/A	13.32	12.6429	4.26	1.4029
40736	1313.64	#N/A N/A	#N/A N/A	13.12	12.6339	4.18	1.3976
40737	1317.72	#N/A N/A	#N/A N/A	13.27	12.7864	4.046	1.4167
40738	1308.87	#N/A N/A	#N/A N/A	13.09	12.7775	3.988	1.4143
40739	1316.14	#N/A N/A	#N/A N/A	13.09	13.0329	3.928	1.4157
40742	1305.44	#N/A N/A	#N/A N/A	12.9	13.35	3.798	1.4112
40743	1326.73	#N/A N/A	#N/A N/A	13.09	13.4589	3.892	1.4156
40744	1325.84	#N/A N/A	#N/A N/A	13.08	13.8179	4.08	1.4215
40745	1343.8	#N/A N/A	#N/A N/A	13.28	13.8318	4.182	1.4425
40746	1345.02	#N/A N/A	#N/A N/A	13.31	14.0464	4.13	1.436
40749	1337.43	#N/A N/A	#N/A N/A	13.17	14.2321	4.004	1.4377
40750	1331.94	#N/A N/A	#N/A N/A	12.94	14.4075	4.046	1.4511
40751	1304.89	#N/A N/A	#N/A N/A	12.37	14.0211	4.046	1.4369
40752	1300.67	#N/A N/A	#N/A N/A	12.32	13.9936	4.052	1.4334
40753	1292.28	#N/A N/A	#N/A N/A	12.21	13.9457	4.056	1.4398
40756	1286.94	#N/A N/A	#N/A N/A	12.35	14.1696	3.888	1.425
40757	1254.05	#N/A N/A	#N/A N/A	11.85	13.8896	3.832	1.4203
40758	1260.34	#N/A N/A	#N/A N/A	11.65	14.0204	3.726	1.4323
40759	1200.07	#N/A N/A	#N/A N/A	10.86	13.4775	3.596	1.4092
40760	1199.38	#N/A N/A	#N/A N/A	10.84	13.3436	3.578	1.4282
40763	1119.46	#N/A N/A	#N/A N/A	9.93	12.6146	3.524	1.4179
40764	1172.53	#N/A N/A	#N/A N/A	10.91	13.3575	3.59	1.4376
40765	1120.76	#N/A N/A	#N/A N/A	10.41	12.9889	3.42	1.4178
40766	1172.64	#N/A N/A	#N/A N/A	10.94	13.3464	3.53	1.4241
40767	1178.81	#N/A N/A	#N/A N/A	11.06	13.4639	3.75	1.4248
40770	1204.49	#N/A N/A	#N/A N/A	11.35	13.6932	4.09	1.4445
40771	1192.76	#N/A N/A	#N/A N/A	11.22	13.5886	4.3	1.4407
40772	1193.89	#N/A N/A	#N/A N/A	11.11	13.5871	4.136	1.4426
40773	1140.65	#N/A N/A	#N/A N/A	10.38	13.0732	3.888	1.4333
40774	1123.53	#N/A N/A	#N/A N/A	9.99	12.7154	4.07	1.4397
40777	1123.82	#N/A N/A	#N/A N/A	10.01	12.73	4.04	1.4358
40778	1162.35	#N/A N/A	#N/A N/A	10.31	13.3429	4.126	1.4442
40779	1177.6	#N/A N/A	#N/A N/A	10.45	13.435	4.154	1.4414
40780	1159.27	#N/A N/A	#N/A N/A	10.28	13.3471	4.116	1.4379
40781	1176.8	#N/A N/A	#N/A N/A	10.4	13.6993	4.07	1.4499
40784	1210.09	#N/A N/A	#N/A N/A	10.93	13.9275	4.196	1.4511
40785	1212.92	#N/A N/A	#N/A N/A	10.87	13.9282	4.326	1.4441
40786	1218.89	#N/A N/A	#N/A N/A	11.12	13.7439	4.5	1.4369
40787	1204.42	#N/A N/A	#N/A N/A	10.85	13.6082	4.732	1.4259
40788	1173.97	#N/A N/A	#N/A N/A	10.42	13.3589	4.444	1.4205
40792	1165.24	#N/A N/A	#N/A N/A	10.22	13.5621	4.322	1.3998
40793	1198.62	#N/A N/A	#N/A N/A	10.56	13.7118	4.494	1.4098
40794	1185.9	#N/A N/A	#N/A N/A	10.34	13.7193	4.624	1.3882
40795	1154.23	#N/A N/A	#N/A N/A	10.05	13.4814	4.4	1.3656
40798	1162.27	#N/A N/A	#N/A N/A	10.11	13.5693	4.232	1.3679
40799	1172.87	#N/A N/A	#N/A N/A	10.17	13.7364	4.26	1.3678
40800	1188.68	#N/A N/A	#N/A N/A	10.32	13.9036	4.342	1.3755
40801	1209.11	#N/A N/A	#N/A N/A	10.63	14.0343	4.452	1.3877
40802	1216.01	#N/A N/A	#N/A N/A	10.62	14.3036	4.362	1.3796
40805	1204.09	#N/A N/A	#N/A N/A	10.54	14.7011	4.272	1.3686
40806	1202.09	#N/A N/A	#N/A N/A	10.42	14.7661	4.35	1.3702
40807	1166.76	#N/A N/A	#N/A N/A	9.97	14.7193	4.194	1.3573
40808	1129.56	#N/A N/A	#N/A N/A	9.62	14.3507	3.92	1.3465
40809	1136.43	#N/A N/A	#N/A N/A	9.86	14.4393	3.922	1.35
40812	1162.95	#N/A N/A	#N/A N/A	10.08	14.3989	3.974	1.3533
40813	1175.38	#N/A N/A	#N/A N/A	10.12	14.2593	4.23	1.3585
40814	1151.06	#N/A N/A	#N/A N/A	9.93	14.1789	4.18	1.3543
40815	1160.4	#N/A N/A	#N/A N/A	10	13.9489	4.264	1.3597
40816	1131.42	#N/A N/A	#N/A N/A	9.67	13.6186	4.248	1.3387
40819	1099.23	#N/A N/A	#N/A N/A	9.37	13.3786	4.25	1.3176
40820	1123.95	#N/A N/A	#N/A N/A	10.08	13.3036	3.978	1.3349
40821	1144.03	#N/A N/A	#N/A N/A	10.56	13.5089	4.142	1.3348
40822	1164.97	#N/A N/A	#N/A N/A	10.99	13.4775	4.338	1.3437
40823	1155.46	#N/A N/A	#N/A N/A	10.69	13.2071	4.4	1.3378
40827	1195.54	#N/A N/A	#N/A N/A	11.24	14.2961	4.502	1.364
40828	1207.25	#N/A N/A	#N/A N/A	11.38	14.3639	4.65	1.3791
40829	1203.66	#N/A N/A	#N/A N/A	11.34	14.5868	4.51	1.3777
40830	1224.58	#N/A N/A	#N/A N/A	11.56	15.0714	4.544	1.3882
40833	1200.86	#N/A N/A	#N/A N/A	11.4	14.9996	4.398	1.3737
40834	1225.38	#N/A N/A	#N/A N/A	11.78	15.08	4.4	1.3752
40835	1209.88	#N/A N/A	#N/A N/A	11.56	14.2364	4.48	1.376
40836	1215.39	#N/A N/A	#N/A N/A	11.7	14.1182	4.728	1.378
40837	1238.25	#N/A N/A	#N/A N/A	12.26	14.0311	4.706	1.3896
40840	1254.2	#N/A N/A	#N/A N/A	12.51	14.4918	4.886	1.3929
40841	1229.05	#N/A N/A	#N/A N/A	12.43	14.2061	4.826	1.3908
40842	1242	#N/A N/A	#N/A N/A	11.87	14.3071	4.798	1.3906
40843	1284.59	#N/A N/A	#N/A N/A	12.08	14.4532	5.115	1.4189
40844	1285.09	#N/A N/A	#N/A N/A	12	14.4625	5.07	1.4147
40847	1253.3	#N/A N/A	#N/A N/A	11.68	14.4564	4.87	1.3858
40848	1218.28	#N/A N/A	#N/A N/A	11.08	14.1611	4.618	1.3703
40849	1237.9	#N/A N/A	#N/A N/A	11.15	14.1932	4.752	1.3747
40850	1261.16	#N/A N/A	#N/A N/A	11.32	14.3954	4.9	1.3823
40851	1253.23	#N/A N/A	#N/A N/A	11.27	14.2943	4.806	1.3792
40854	1261.12	#N/A N/A	#N/A N/A	11.22	14.2761	4.89	1.3776
40855	1275.92	#N/A N/A	#N/A N/A	11.61	14.5082	4.882	1.3834
40856	1229.1	#N/A N/A	#N/A N/A	11.04	14.1171	4.764	1.3542
40857	1239.69	#N/A N/A	#N/A N/A	10.99	13.7579	4.74	1.3606
40861	1251.78	#N/A N/A	#N/A N/A	11.02	13.545	4.81	1.3633
40862	1257.81	#N/A N/A	#N/A N/A	10.87	13.8868	4.8	1.3539
40863	1236.91	#N/A N/A	#N/A N/A	10.56	13.7418	4.922	1.3463
40864	1216.13	#N/A N/A	#N/A N/A	10.17	13.4789	4.878	1.3458
40865	1215.65	#N/A N/A	#N/A N/A	10.1	13.3907	4.824	1.3525
40868	1192.98	#N/A N/A	#N/A N/A	10.05	13.1789	4.59	1.3489
40869	1188.04	#N/A N/A	#N/A N/A	10.09	13.4468	4.186	1.3505
40870	1161.79	#N/A N/A	#N/A N/A	9.83	13.1068	4.09	1.3342
40872	1158.67	#N/A N/A	#N/A N/A	9.75	12.9846	4.046	1.3239
40875	1192.55	#N/A N/A	#N/A N/A	10	13.4329	4.25	1.332
40876	1195.19	#N/A N/A	#N/A N/A	9.99	13.3286	4.19	1.3317
40877	1246.96	#N/A N/A	#N/A N/A	10.6	13.65	4.274	1.3446
40878	1244.58	#N/A N/A	#N/A N/A	10.59	13.8546	4.212	1.3461
40879	1244.28	#N/A N/A	#N/A N/A	10.9	13.9179	4.182	1.3391
40882	1257.08	#N/A N/A	#N/A N/A	11.11	14.0361	4.072	1.3401
40883	1258.47	#N/A N/A	#N/A N/A	11.05	13.9625	4.072	1.3402
40884	1261.01	#N/A N/A	#N/A N/A	11.08	13.8961	3.938	1.3412
40885	1234.35	#N/A N/A	#N/A N/A	10.75	13.9521	3.772	1.3341
40886	1255.19	#N/A N/A	#N/A N/A	11.03	14.0579	3.852	1.3386
40889	1236.47	#N/A N/A	#N/A N/A	10.85	13.9943	3.726	1.3187
40890	1225.73	#N/A N/A	#N/A N/A	10.48	13.8861	3.85	1.3037
40891	1211.82	#N/A N/A	#N/A N/A	10.15	13.5782	3.846	1.2983
40892	1215.75	#N/A N/A	#N/A N/A	10.25	13.5336	3.786	1.3016
40893	1219.66	#N/A N/A	#N/A N/A	10.25	13.6079	3.646	1.3046
40896	1205.35	#N/A N/A	#N/A N/A	10.02	13.6504	3.568	1.2998
40897	1241.31	#N/A N/A	#N/A N/A	10.33	14.1411	3.646	1.3082
40898	1243.72	#N/A N/A	#N/A N/A	10.66	14.1588	3.664	1.3047
40899	1254	#N/A N/A	#N/A N/A	10.94	14.2339	3.776	1.305
40900	1265.33	#N/A N/A	#N/A N/A	10.95	14.4046	3.756	1.3044
40904	1265.43	#N/A N/A	#N/A N/A	10.81	14.5189	3.69	1.3071
40905	1249.64	#N/A N/A	#N/A N/A	10.52	14.38	3.65	1.2941
40906	1263.02	#N/A N/A	#N/A N/A	10.68	14.4686	3.758	1.2961
40907	1257.61	#N/A N/A	#N/A N/A	10.76	14.4643	3.772	1.2961
40911	1277.06	#N/A N/A	#N/A N/A	11.13	14.6868	4	1.305
40912	1277.3	#N/A N/A	#N/A N/A	11.3	14.7657	3.886	1.2943
40913	1281.06	#N/A N/A	#N/A N/A	11.59	14.9296	4.16	1.2789
40914	1277.81	#N/A N/A	#N/A N/A	11.71	15.0857	4.16	1.2717
40917	1280.7	#N/A N/A	#N/A N/A	11.8	15.0618	4.044	1.2765
40918	1292.08	#N/A N/A	#N/A N/A	11.8	15.1157	4.248	1.2778
40919	1292.48	#N/A N/A	#N/A N/A	12.07	15.0911	4.156	1.2707
40920	1295.5	#N/A N/A	#N/A N/A	12.14	15.0496	4.134	1.2814
40921	1289.09	#N/A N/A	#N/A N/A	12.04	14.9932	4.094	1.268
40925	1293.67	#N/A N/A	#N/A N/A	12.015	15.1679	4.292	1.2736
40926	1308.04	#N/A N/A	#N/A N/A	12.34	15.3254	4.406	1.2863
40927	1314.5	#N/A N/A	#N/A N/A	12.61	15.2768	4.386	1.2968
40928	1315.38	#N/A N/A	#N/A N/A	12.59	15.0107	4.346	1.2931
40931	1316	#N/A N/A	#N/A N/A	12.66	15.2646	4.4	1.3013
40932	1314.66	#N/A N/A	#N/A N/A	12.82	15.0146	4.096	1.3036
40933	1326.05	#N/A N/A	#N/A N/A	12.93	15.9521	4.056	1.3106
40934	1318.43	#N/A N/A	#N/A N/A	12.79	15.8796	4.164	1.3109
40935	1316.33	#N/A N/A	#N/A N/A	12.21	15.9743	3.92	1.322
40938	1313.01	#N/A N/A	#N/A N/A	12.29	16.1789	3.76	1.3144
40939	1312.41	#N/A N/A	#N/A N/A	12.42	16.3029	3.818	1.3084
40940	1324.09	#N/A N/A	#N/A N/A	12.33	16.2925	3.916	1.3161
40941	1325.54	#N/A N/A	#N/A N/A	12.26	16.2543	3.8	1.3144
40942	1344.9	#N/A N/A	#N/A N/A	12.79	16.4171	3.88	1.3158
40945	1344.33	#N/A N/A	#N/A N/A	12.96	16.5704	3.814	1.313
40946	1347.05	#N/A N/A	#N/A N/A	12.88	16.7439	3.884	1.3261
40947	1349.96	#N/A N/A	#N/A N/A	12.84	17.0243	3.886	1.326
40948	1351.95	#N/A N/A	#N/A N/A	12.69	17.6132	3.818	1.3286
40949	1342.64	#N/A N/A	#N/A N/A	12.44	17.6221	3.774	1.3197
40952	1351.77	#N/A N/A	#N/A N/A	12.54	17.95	3.766	1.3186
40953	1350.5	#N/A N/A	#N/A N/A	12.48	18.195	3.844	1.3134
40954	1343.23	#N/A N/A	#N/A N/A	12.38	17.7739	3.932	1.3066
40955	1358.04	#N/A N/A	#N/A N/A	12.74	17.9361	3.94	1.313
40956	1361.23	#N/A N/A	#N/A N/A	12.75	17.9329	4.08	1.314
40960	1362.21	#N/A N/A	#N/A N/A	12.53	18.3875	4.218	1.3234
40961	1357.66	#N/A N/A	#N/A N/A	12.28	18.3229	4.182	1.3249
40962	1363.46	#N/A N/A	#N/A N/A	12.4	18.4425	4.1	1.3373
40963	1365.74	#N/A N/A	#N/A N/A	12.23	18.6575	4.328	1.3448
40966	1367.59	#N/A N/A	#N/A N/A	12.3	18.7771	4.064	1.3398
40967	1372.18	#N/A N/A	#N/A N/A	12.25	19.1218	4.018	1.3458
40968	1365.68	#N/A N/A	#N/A N/A	12.38	19.3729	3.94	1.3325
40969	1374.09	#N/A N/A	#N/A N/A	12.66	19.4454	3.89	1.3311
40970	1369.63	#N/A N/A	#N/A N/A	12.72	19.4707	3.902	1.3198
40973	1364.34	#N/A N/A	#N/A N/A	12.46	19.0414	3.89	1.3217
40974	1343.36	#N/A N/A	#N/A N/A	12.09	18.9379	3.748	1.3112
40975	1352.63	#N/A N/A	#N/A N/A	12.24	18.9532	3.836	1.3149
40976	1365.91	#N/A N/A	#N/A N/A	12.46	19.3568	3.812	1.3275
40977	1370.87	#N/A N/A	#N/A N/A	12.58	19.4704	3.83	1.3123
40980	1371.09	#N/A N/A	#N/A N/A	12.43	19.7143	3.782	1.3155
40981	1395.95	#N/A N/A	#N/A N/A	12.7	20.2893	3.806	1.3084
40982	1394.28	#N/A N/A	#N/A N/A	12.88	21.0564	3.772	1.3032
40983	1402.6	#N/A N/A	#N/A N/A	12.9	20.9129	3.822	1.308
40984	1404.17	#N/A N/A	#N/A N/A	12.51	20.9132	4.02	1.3175
40987	1409.75	#N/A N/A	#N/A N/A	12.63	21.4679	4.104	1.3238
40988	1405.52	#N/A N/A	#N/A N/A	12.54	21.6414	4.076	1.3225
40989	1402.9	#N/A N/A	#N/A N/A	12.57	21.5179	4	1.3216
40990	1392.79	#N/A N/A	#N/A N/A	12.32	21.405	3.942	1.3201
40991	1397.11	#N/A N/A	#N/A N/A	12.32	21.2875	3.976	1.327
40994	1416.51	#N/A N/A	#N/A N/A	12.48	21.6779	3.99	1.3359
40995	1412.52	#N/A N/A	#N/A N/A	12.32	21.9457	3.996	1.3313
40996	1405.54	#N/A N/A	#N/A N/A	12.32	22.0579	4.136	1.3317
40997	1403.28	#N/A N/A	#N/A N/A	12.5	21.7807	4	1.3302
40998	1408.47	#N/A N/A	#N/A N/A	12.475	21.4125	4.082	1.3343
41001	1419.04	#N/A N/A	#N/A N/A	12.62	22.0939	4.066	1.3321
41002	1413.38	#N/A N/A	#N/A N/A	12.64	22.4757	4.04	1.3233
41003	1398.96	#N/A N/A	#N/A N/A	12.505	22.2968	3.85	1.3142
41004	1398.08	#N/A N/A	#N/A N/A	12.47	22.6314	3.89	1.3066
41008	1382.2	#N/A N/A	#N/A N/A	12.22	22.7225	3.89	1.3106
41009	1358.59	#N/A N/A	#N/A N/A	11.79	22.4443	3.824	1.3082
41010	1368.71	#N/A N/A	#N/A N/A	11.91	22.3643	3.27	1.311
41011	1387.57	#N/A N/A	#N/A N/A	12.07	22.2418	3.036	1.3188
41012	1370.26	#N/A N/A	#N/A N/A	11.92	21.6154	3.062	1.3078
41015	1369.57	#N/A N/A	#N/A N/A	11.88	20.7189	2.996	1.3142
41016	1390.78	#N/A N/A	#N/A N/A	11.91	21.775	3.082	1.3127
41017	1385.14	#N/A N/A	#N/A N/A	11.79	21.7264	3.028	1.3123
41018	1376.92	#N/A N/A	#N/A N/A	11.66	20.98	2.918	1.3138
41019	1378.53	#N/A N/A	#N/A N/A	11.41	20.4636	2.79	1.3219
41022	1366.94	#N/A N/A	#N/A N/A	11.35	20.4179	2.706	1.3156
41023	1371.97	#N/A N/A	#N/A N/A	11.39	20.01	2.726	1.3197
41024	1390.69	#N/A N/A	#N/A N/A	11.73	21.7857	2.826	1.3217
41025	1399.98	#N/A N/A	#N/A N/A	11.87	21.7036	2.756	1.3219
41026	1403.36	#N/A N/A	#N/A N/A	11.6	21.5357	2.742	1.3255
41029	1397.91	#N/A N/A	#N/A N/A	11.28	20.8564	2.714	1.3239
41030	1405.82	#N/A N/A	#N/A N/A	11.23	20.7904	2.714	1.3237
41031	1402.31	#N/A N/A	#N/A N/A	11.1	20.9279	2.7	1.3158
41032	1391.57	#N/A N/A	#N/A N/A	10.92	20.7793	2.672	1.3152
41033	1369.1	#N/A N/A	#N/A N/A	10.67	20.1875	2.392	1.3084
41036	1369.58	#N/A N/A	#N/A N/A	10.66	20.3386	2.404	1.3051
41037	1363.72	#N/A N/A	#N/A N/A	10.61	20.2921	2.44	1.3005
41038	1354.58	#N/A N/A	#N/A N/A	10.69	20.3279	2.428	1.2929
41039	1357.99	#N/A N/A	#N/A N/A	10.71	20.3757	2.468	1.2936
41040	1353.39	#N/A N/A	#N/A N/A	10.58	20.2396	2.518	1.2917
41043	1338.35	#N/A N/A	#N/A N/A	10.32	19.9364	2.334	1.2823
41044	1330.66	#N/A N/A	#N/A N/A	10.15	19.7561	2.27	1.2729
41045	1324.8	#N/A N/A	#N/A N/A	10.16	19.5027	2.236	1.2716
41046	1304.86	#N/A N/A	#N/A N/A	10.01	18.9329	2.236	1.2698
41047	1295.22	#N/A N/A	#N/A N/A	10.01	18.9421	2.23	1.278
41050	1315.99	#N/A N/A	#N/A N/A	10.2	20.0457	2.286	1.2818
41051	1316.63	#N/A N/A	#N/A N/A	10.19	19.8918	2.264	1.2684
41052	1318.86	#N/A N/A	#N/A N/A	10.41	20.3771	2.124	1.2582
41053	1320.68	#N/A N/A	#N/A N/A	10.59	20.19	2.136	1.2532
41054	1317.82	#N/A N/A	#N/A N/A	10.6	20.0818	2.18	1.2517
41058	1332.42	#N/A N/A	#N/A N/A	10.84	20.4382	2.304	1.2503
41059	1313.32	#N/A N/A	#N/A N/A	10.66	20.6846	2.186	1.2367
41060	1310.33	#N/A N/A	#N/A N/A	10.56	20.6332	2.124	1.2365
41061	1278.05	#N/A N/A	#N/A N/A	10.12	20.0354	2.1	1.2434
41064	1278.18	#N/A N/A	#N/A N/A	10.04	20.1532	2.098	1.2499
41065	1285.5	#N/A N/A	#N/A N/A	10.19	20.1011	2.138	1.2452
41066	1315.13	#N/A N/A	#N/A N/A	10.57	20.4093	2.232	1.2582
41067	1314.99	#N/A N/A	#N/A N/A	10.55	20.4186	2.23	1.2561
41068	1325.66	#N/A N/A	#N/A N/A	10.66	20.7257	2.364	1.2517
41071	1308.93	#N/A N/A	#N/A N/A	10.45	20.3989	2.26	1.2482
41072	1324.18	#N/A N/A	#N/A N/A	10.5	20.5771	2.264	1.2503
41073	1314.88	#N/A N/A	#N/A N/A	10.3	20.4343	2.224	1.2557
41074	1329.1	#N/A N/A	#N/A N/A	10.41	20.4118	1.828	1.2633
41075	1342.84	#N/A N/A	#N/A N/A	10.35	20.5046	1.93	1.2638
41078	1344.78	#N/A N/A	#N/A N/A	10.34	20.9207	1.966	1.2576
41079	1357.98	#N/A N/A	#N/A N/A	10.56	20.9789	1.992	1.2685
41080	1355.69	#N/A N/A	#N/A N/A	10.65	20.9193	1.963	1.2707
41081	1325.51	#N/A N/A	#N/A N/A	10.27	20.6311	1.931	1.254
41082	1335.02	#N/A N/A	#N/A N/A	10.19	20.7893	1.931	1.257
41085	1313.72	#N/A N/A	#N/A N/A	10.01	20.3845	1.711	1.2504
41086	1319.99	#N/A N/A	#N/A N/A	10.01	20.4295	1.705	1.2491
41087	1331.85	#N/A N/A	#N/A N/A	10.02	20.5179	1.732	1.2468
41088	1329.04	#N/A N/A	#N/A N/A	10.09	20.3232	1.69	1.2444
41089	1362.16	#N/A N/A	#N/A N/A	9.59	20.8571	1.62	1.2667
41092	1365.51	#N/A N/A	#N/A N/A	9.39	21.1614	1.667	1.2576
41093	1374.02	#N/A N/A	#N/A N/A	9.6	21.4075	1.685	1.2608
41095	1367.58	#N/A N/A	#N/A N/A	9.57	21.7836	1.62	1.2392
41096	1354.68	#N/A N/A	#N/A N/A	9.5	21.6386	1.547	1.2291
41099	1352.46	#N/A N/A	#N/A N/A	9.45	21.9246	1.486	1.2313
41100	1341.47	#N/A N/A	#N/A N/A	9.35	21.7218	1.44	1.225
41101	1341.46	#N/A N/A	#N/A N/A	9.33	21.5868	1.5	1.2239
41102	1334.76	#N/A N/A	#N/A N/A	9.13	21.3893	1.548	1.2203
41103	1356.78	#N/A N/A	#N/A N/A	9.27	21.6061	1.51	1.2249
41106	1353.64	#N/A N/A	#N/A N/A	9.26	21.6754	1.52	1.2273
41107	1363.67	#N/A N/A	#N/A N/A	9.34	21.6764	1.4	1.2294
41108	1372.78	#N/A N/A	#N/A N/A	9.38	21.6521	1.371	1.2284
41109	1376.51	#N/A N/A	#N/A N/A	9.35	21.94	1.535	1.2281
41110	1362.66	#N/A N/A	#N/A N/A	9.21	21.5821	1.422	1.2157
41113	1350.52	#N/A N/A	#N/A N/A	9.17	21.5654	1.42	1.2117
41114	1338.31	#N/A N/A	#N/A N/A	9.06	21.4614	1.47	1.2061
41115	1337.89	#N/A N/A	#N/A N/A	8.97	20.5346	1.504	1.2158
41116	1360.02	#N/A N/A	#N/A N/A	8.96	20.5314	1.603	1.2283
41117	1385.97	#N/A N/A	#N/A N/A	9	20.8986	1.742	1.2322
41120	1385.3	#N/A N/A	#N/A N/A	9.1	21.2511	1.793	1.226
41121	1379.32	#N/A N/A	#N/A N/A	9.24	21.8129	1.95	1.2304
41122	1375.14	#N/A N/A	#N/A N/A	9.04	21.6718	2.07	1.2225
41123	1365	#N/A N/A	#N/A N/A	8.92	21.7068	1.895	1.218
41124	1390.99	#N/A N/A	#N/A N/A	9.09	21.9893	1.958	1.2387
