Date	SPX Index	RACE IM Equity	RACE US Equity	F US Equity	AAPL US Equity	NOKIA FH Equity	EURUSD Curncy
37769	953.22	#N/A N/A	#N/A N/A	10.25	0.3264	15.07	1.1758
37770	949.64	#N/A N/A	#N/A N/A	10.08	0.3232	15.07	1.1909
37771	963.59	#N/A N/A	#N/A N/A	10.5	0.3205	15.3	1.1784
37774	967	#N/A N/A	#N/A N/A	11.07	0.3116	15.57	1.1767
37775	971.56	#N/A N/A	#N/A N/A	10.69	0.3091	15.38	1.173
37776	986.24	#N/A N/A	#N/A N/A	10.56	0.3143	15.41	1.1643
37777	990.14	#N/A N/A	#N/A N/A	10.6	0.315	14.87	1.1845
37778	987.76	#N/A N/A	#N/A N/A	10.71	0.3062	15.55	1.1699
37781	975.93	#N/A N/A	#N/A N/A	10.52	0.2998	15.21	1.1717
37782	984.84	#N/A N/A	#N/A N/A	11	0.3068	14.95	1.1674
37783	997.48	#N/A N/A	#N/A N/A	11.33	0.3116	15.13	1.175
37784	998.51	#N/A N/A	#N/A N/A	11.27	0.3173	14.84	1.1766
37785	988.61	#N/A N/A	#N/A N/A	10.97	0.3111	14.48	1.187
37788	1010.74	#N/A N/A	#N/A N/A	11.23	0.3263	14.7	1.1825
37789	1011.66	#N/A N/A	#N/A N/A	11.68	0.3248	14.94	1.1784
37790	1010.09	#N/A N/A	#N/A N/A	11.52	0.3414	14.97	1.1692
37791	994.7	#N/A N/A	#N/A N/A	11.28	0.3418	15.35	1.172
37792	995.69	#N/A N/A	#N/A N/A	11.52	0.3429	15.35	1.1608
37795	981.64	#N/A N/A	#N/A N/A	11.3	0.3404	14.86	1.1561
37796	983.45	#N/A N/A	#N/A N/A	11.35	0.3354	14.61	1.1513
37797	975.32	#N/A N/A	#N/A N/A	11.21	0.3409	14.69	1.1529
37798	985.82	#N/A N/A	#N/A N/A	11.23	0.3445	14.75	1.1428
37799	976.22	#N/A N/A	#N/A N/A	11.03	0.3345	14.84	1.1434
37802	974.5	#N/A N/A	#N/A N/A	10.99	0.3404	14.34	1.1512
37803	982.32	#N/A N/A	#N/A N/A	10.82	0.3409	14.01	1.1563
37804	993.75	#N/A N/A	#N/A N/A	10.87	0.3441	14.35	1.1539
37805	985.7	#N/A N/A	#N/A N/A	10.87	0.3416	14.46	1.1502
37809	1004.42	#N/A N/A	#N/A N/A	11.19	0.3548	14.8	1.1316
37810	1007.84	#N/A N/A	#N/A N/A	11.16	0.3643	15.12	1.132
37811	1002.21	#N/A N/A	#N/A N/A	11.12	0.3552	15.75	1.1351
37812	988.7	#N/A N/A	#N/A N/A	11.13	0.3496	15.89	1.138
37813	998.14	#N/A N/A	#N/A N/A	11.29	0.3545	15.7	1.1291
37816	1003.86	#N/A N/A	#N/A N/A	11.31	0.3554	15.93	1.1283
37817	1000.42	#N/A N/A	#N/A N/A	11.64	0.3502	15.8	1.1179
37818	994	#N/A N/A	#N/A N/A	10.99	0.3548	15.75	1.122
37819	981.73	#N/A N/A	#N/A N/A	10.83	0.3732	13.31	1.1213
37820	993.32	#N/A N/A	#N/A N/A	10.99	0.3725	13.05	1.1269
37823	978.8	#N/A N/A	#N/A N/A	10.55	0.368	12.7	1.1354
37824	988.11	#N/A N/A	#N/A N/A	10.58	0.3714	12.89	1.1326
37825	988.61	#N/A N/A	#N/A N/A	10.59	0.3712	12.96	1.1486
37826	981.6	#N/A N/A	#N/A N/A	10.68	0.3663	13.29	1.1477
37827	998.68	#N/A N/A	#N/A N/A	10.97	0.3846	13.02	1.1507
37830	996.52	#N/A N/A	#N/A N/A	10.85	0.3748	13.54	1.1496
37831	989.28	#N/A N/A	#N/A N/A	10.83	0.37	13.45	1.1442
37832	987.49	#N/A N/A	#N/A N/A	10.65	0.3621	13.52	1.1346
37833	990.31	#N/A N/A	#N/A N/A	11.06	0.3764	13.62	1.1232
37834	980.15	#N/A N/A	#N/A N/A	10.9	0.3702	13.17	1.1277
37837	982.82	#N/A N/A	#N/A N/A	10.84	0.3788	12.96	1.136
37838	965.46	#N/A N/A	#N/A N/A	10.52	0.3639	12.98	1.1388
37839	967.08	#N/A N/A	#N/A N/A	10.65	0.3505	12.47	1.1334
37840	974.12	#N/A N/A	#N/A N/A	10.72	0.3559	12.43	1.1374
37841	977.59	#N/A N/A	#N/A N/A	10.71	0.3507	12.61	1.1309
37844	980.59	#N/A N/A	#N/A N/A	10.71	0.3511	12.72	1.1359
37845	990.35	#N/A N/A	#N/A N/A	10.73	0.3518	12.81	1.1284
37846	984.03	#N/A N/A	#N/A N/A	10.81	0.3604	12.96	1.1322
37847	990.51	#N/A N/A	#N/A N/A	10.76	0.3566	13.12	1.1262
37848	990.67	#N/A N/A	#N/A N/A	10.77	0.352	13.01	1.1266
37851	999.74	#N/A N/A	#N/A N/A	10.9	0.3632	13.2	1.1146
37852	1002.35	#N/A N/A	#N/A N/A	11.07	0.3629	13.83	1.114
37853	1000.3	#N/A N/A	#N/A N/A	11.22	0.3752	13.88	1.1119
37854	1003.28	#N/A N/A	#N/A N/A	11.41	0.3871	14.14	1.0923
37855	993.06	#N/A N/A	#N/A N/A	11.23	0.3729	14.35	1.0877
37858	993.71	#N/A N/A	#N/A N/A	11.08	0.3725	14.08	1.0874
37859	996.73	#N/A N/A	#N/A N/A	11.41	0.3759	14	1.0857
37860	996.79	#N/A N/A	#N/A N/A	11.64	0.3836	14.67	1.0888
37861	1002.84	#N/A N/A	#N/A N/A	11.44	0.3963	14.82	1.0885
37862	1008.01	#N/A N/A	#N/A N/A	11.56	0.4038	14.92	1.0984
37866	1021.99	#N/A N/A	#N/A N/A	12.31	0.408	14.83	1.0809
37867	1026.27	#N/A N/A	#N/A N/A	11.94	0.4098	15.44	1.0846
37868	1027.97	#N/A N/A	#N/A N/A	11.87	0.4077	15.26	1.0946
37869	1021.39	#N/A N/A	#N/A N/A	11.73	0.4018	15.02	1.1104
37872	1031.64	#N/A N/A	#N/A N/A	11.83	0.4061	15.09	1.1066
37873	1023.17	#N/A N/A	#N/A N/A	11.63	0.3995	14.42	1.1226
37874	1010.92	#N/A N/A	#N/A N/A	11.38	0.3961	13.76	1.1211
37875	1016.42	#N/A N/A	#N/A N/A	11.44	0.4029	13.77	1.121
37876	1018.63	#N/A N/A	#N/A N/A	11.6	0.4125	13.72	1.1291
37879	1014.81	#N/A N/A	#N/A N/A	11.37	0.3966	13.84	1.1284
37880	1029.32	#N/A N/A	#N/A N/A	11.63	0.3993	13.9	1.1177
37881	1025.97	#N/A N/A	#N/A N/A	11.49	0.395	13.82	1.1285
37882	1039.58	#N/A N/A	#N/A N/A	11.73	0.4086	14.02	1.1255
37883	1036.3	#N/A N/A	#N/A N/A	11.51	0.4032	13.95	1.1371
37886	1022.82	#N/A N/A	#N/A N/A	11.47	0.3943	13.62	1.1462
37887	1029.03	#N/A N/A	#N/A N/A	11.52	0.4005	13.45	1.1444
37888	1009.38	#N/A N/A	#N/A N/A	11.26	0.3807	13.42	1.1496
37889	1003.27	#N/A N/A	#N/A N/A	11.15	0.3648	13.21	1.1491
37890	996.85	#N/A N/A	#N/A N/A	11	0.3695	13.39	1.1464
37893	1006.58	#N/A N/A	#N/A N/A	10.93	0.3804	13.57	1.1598
37894	995.97	#N/A N/A	#N/A N/A	10.77	0.37	13.22	1.1657
37895	1018.22	#N/A N/A	#N/A N/A	11.1	0.3712	13.45	1.1718
37896	1020.24	#N/A N/A	#N/A N/A	11.02	0.3673	13.84	1.1696
37897	1029.85	#N/A N/A	#N/A N/A	11.41	0.3873	14.58	1.158
37900	1034.35	#N/A N/A	#N/A N/A	11.39	0.398	14.33	1.171
37901	1039.25	#N/A N/A	#N/A N/A	11.42	0.4146	14.2	1.1761
37902	1033.78	#N/A N/A	#N/A N/A	11.5	0.4118	14.22	1.1812
37903	1038.73	#N/A N/A	#N/A N/A	11.71	0.4188	14.67	1.1748
37904	1038.06	#N/A N/A	#N/A N/A	11.7	0.4229	14.5	1.1798
37908	1049.48	#N/A N/A	#N/A N/A	11.95	0.4384	14.58	1.1724
37909	1046.76	#N/A N/A	#N/A N/A	12.14	0.4432	14.69	1.1635
37910	1050.07	#N/A N/A	#N/A N/A	12.34	0.4152	14.17	1.1587
37911	1039.32	#N/A N/A	#N/A N/A	12.13	0.4063	14.6	1.168
37914	1044.68	#N/A N/A	#N/A N/A	12.39	0.4146	14.46	1.1635
37915	1046.03	#N/A N/A	#N/A N/A	12.17	0.4139	14.66	1.1667
37916	1030.36	#N/A N/A	#N/A N/A	11.85	0.4064	14.41	1.1804
37917	1033.77	#N/A N/A	#N/A N/A	12.09	0.4105	14.22	1.1791
37918	1028.91	#N/A N/A	#N/A N/A	11.9	0.4036	14.31	1.1781
37921	1031.13	#N/A N/A	#N/A N/A	12.02	0.4036	14.21	1.1744
37922	1046.79	#N/A N/A	#N/A N/A	12.4	0.4236	14.46	1.1669
37923	1048.11	#N/A N/A	#N/A N/A	12.43	0.423	14.7	1.1663
37924	1046.94	#N/A N/A	#N/A N/A	12.15	0.4123	14.58	1.1626
37925	1050.71	#N/A N/A	#N/A N/A	12.13	0.4088	14.61	1.1593
37928	1059.02	#N/A N/A	#N/A N/A	12.22	0.4134	15.02	1.1457
37929	1053.25	#N/A N/A	#N/A N/A	12.32	0.4091	14.91	1.1494
37930	1051.81	#N/A N/A	#N/A N/A	12.17	0.4113	14.7	1.1439
37931	1058.05	#N/A N/A	#N/A N/A	12.11	0.4129	15.16	1.1416
37932	1053.21	#N/A N/A	#N/A N/A	12.19	0.4018	15.36	1.1525
37935	1047.11	#N/A N/A	#N/A N/A	12.22	0.3911	15.08	1.1481
37937	1058.56	#N/A N/A	#N/A N/A	13.06	0.3988	15.09	1.1634
37938	1058.41	#N/A N/A	#N/A N/A	13.14	0.4004	15.29	1.1735
37939	1050.35	#N/A N/A	#N/A N/A	12.96	0.3832	15.23	1.1779
37942	1043.63	#N/A N/A	#N/A N/A	12.71	0.3773	14.83	1.1749
37943	1034.15	#N/A N/A	#N/A N/A	12.61	0.3645	14.93	1.1973
37944	1042.44	#N/A N/A	#N/A N/A	12.58	0.3646	14.65	1.1878
37945	1033.65	#N/A N/A	#N/A N/A	12.42	0.3638	14.84	1.1912
37946	1035.28	#N/A N/A	#N/A N/A	12.35	0.3621	14.79	1.1914
37949	1052.08	#N/A N/A	#N/A N/A	12.63	0.3777	15.43	1.1771
37950	1053.89	#N/A N/A	#N/A N/A	13	0.3693	15.08	1.1792
37951	1058.45	#N/A N/A	#N/A N/A	12.92	0.37	15.05	1.1942
37953	1058.2	#N/A N/A	#N/A N/A	13.2	0.3734	15.03	1.1996
37956	1070.12	#N/A N/A	#N/A N/A	13.12	0.3877	14.95	1.1979
37957	1066.62	#N/A N/A	#N/A N/A	12.92	0.3846	15.02	1.2081
37958	1064.73	#N/A N/A	#N/A N/A	13.18	0.3755	15.05	1.2111
37959	1069.72	#N/A N/A	#N/A N/A	13.1	0.3777	15.28	1.2085
37960	1061.5	#N/A N/A	#N/A N/A	12.97	0.3723	14.92	1.2171
37963	1069.3	#N/A N/A	#N/A N/A	13.22	0.3759	14.6	1.2221
37964	1060.18	#N/A N/A	#N/A N/A	13.51	0.3652	14.5	1.2254
37965	1059.05	#N/A N/A	#N/A N/A	13.33	0.3639	14.34	1.2219
37966	1071.21	#N/A N/A	#N/A N/A	13.74	0.3788	14.44	1.2225
37967	1074.14	#N/A N/A	#N/A N/A	13.72	0.373	14.37	1.2277
37970	1068.04	#N/A N/A	#N/A N/A	14.28	0.3602	14.47	1.2322
37971	1075.13	#N/A N/A	#N/A N/A	14.35	0.3593	14.11	1.2329
37972	1076.48	#N/A N/A	#N/A N/A	14.67	0.355	13.9	1.2412
37973	1089.18	#N/A N/A	#N/A N/A	14.92	0.3579	13.93	1.2426
37974	1088.67	#N/A N/A	#N/A N/A	15.24	0.3518	13.99	1.2374
37977	1092.94	#N/A N/A	#N/A N/A	16.79	0.3545	13.79	1.2398
37978	1096.02	#N/A N/A	#N/A N/A	16.17	0.3537	13.83	1.2395
37979	1094.04	#N/A N/A	#N/A N/A	16.2	0.3645	13.83	1.2448
37981	1095.89	#N/A N/A	#N/A N/A	16.18	0.3711	13.83	1.2429
37984	1109.48	#N/A N/A	#N/A N/A	16.16	0.3777	13.61	1.2491
37985	1109.64	#N/A N/A	#N/A N/A	15.99	0.38	13.71	1.2551
37986	1111.92	#N/A N/A	#N/A N/A	16	0.3816	13.71	1.2595
37988	1108.48	#N/A N/A	#N/A N/A	16.08	0.38	13.78	1.2585
37991	1122.22	#N/A N/A	#N/A N/A	16.59	0.3959	13.85	1.2676
37992	1123.67	#N/A N/A	#N/A N/A	16.54	0.3945	13.85	1.2728
37993	1126.33	#N/A N/A	#N/A N/A	16.99	0.4034	14.15	1.2631
37994	1131.92	#N/A N/A	#N/A N/A	17.1	0.4171	15.94	1.2767
37995	1121.86	#N/A N/A	#N/A N/A	16.56	0.4107	16.15	1.2818
37998	1127.23	#N/A N/A	#N/A N/A	16.41	0.4238	16.34	1.2749
37999	1121.22	#N/A N/A	#N/A N/A	16.28	0.4307	16.25	1.2774
38000	1130.52	#N/A N/A	#N/A N/A	16.18	0.4321	16.55	1.2647
38001	1132.05	#N/A N/A	#N/A N/A	16.05	0.408	16.38	1.2579
38002	1139.83	#N/A N/A	#N/A N/A	16.13	0.4057	16.75	1.2394
38006	1138.77	#N/A N/A	#N/A N/A	16.21	0.4059	16.78	1.2582
38007	1147.62	#N/A N/A	#N/A N/A	16.44	0.4038	16.27	1.2644
38008	1143.94	#N/A N/A	#N/A N/A	16.43	0.3961	16.86	1.2719
38009	1141.55	#N/A N/A	#N/A N/A	15.83	0.4029	16.91	1.2582
38012	1155.37	#N/A N/A	#N/A N/A	15.96	0.4109	16.85	1.2462
38013	1144.05	#N/A N/A	#N/A N/A	15.94	0.412	16.9	1.2646
38014	1128.48	#N/A N/A	#N/A N/A	15.58	0.4021	16.82	1.247
38015	1134.12	#N/A N/A	#N/A N/A	14.84	0.405	16.56	1.2411
38016	1131.13	#N/A N/A	#N/A N/A	14.54	0.4029	16.61	1.2478
38019	1135.26	#N/A N/A	#N/A N/A	13.95	0.3986	16.7	1.2425
38020	1136.03	#N/A N/A	#N/A N/A	13.72	0.3975	16.72	1.2544
38021	1126.53	#N/A N/A	#N/A N/A	13.89	0.3891	16.44	1.2535
38022	1128.59	#N/A N/A	#N/A N/A	14.15	0.4004	16.25	1.2549
38023	1142.76	#N/A N/A	#N/A N/A	14.28	0.4055	16.65	1.2706
38026	1139.81	#N/A N/A	#N/A N/A	14.16	0.4048	16.94	1.2701
38027	1145.54	#N/A N/A	#N/A N/A	14.39	0.4104	17.37	1.2671
38028	1157.76	#N/A N/A	#N/A N/A	14.64	0.425	17.61	1.2832
38029	1152.11	#N/A N/A	#N/A N/A	14.55	0.4238	17.73	1.2811
38030	1145.81	#N/A N/A	#N/A N/A	14.36	0.4107	17.35	1.2735
38034	1156.99	#N/A N/A	#N/A N/A	14.58	0.4136	17.61	1.2842
38035	1151.82	#N/A N/A	#N/A N/A	14.39	0.4154	17.73	1.269
38036	1147.06	#N/A N/A	#N/A N/A	14.45	0.4013	17.94	1.2717
38037	1144.11	#N/A N/A	#N/A N/A	14.17	0.4	17.69	1.2537
38040	1140.99	#N/A N/A	#N/A N/A	13.98	0.3963	18.01	1.2556
38041	1139.09	#N/A N/A	#N/A N/A	13.59	0.3993	17.59	1.2686
38042	1143.67	#N/A N/A	#N/A N/A	13.66	0.4073	17.46	1.2501
38043	1144.91	#N/A N/A	#N/A N/A	13.66	0.4114	17.61	1.244
38044	1144.94	#N/A N/A	#N/A N/A	13.75	0.4271	17.63	1.2493
38047	1155.96	#N/A N/A	#N/A N/A	13.99	0.4289	17.7	1.2458
38048	1149.1	#N/A N/A	#N/A N/A	14.12	0.4252	18.1	1.2216
38049	1151.04	#N/A N/A	#N/A N/A	13.88	0.4271	18.05	1.2206
38050	1154.88	#N/A N/A	#N/A N/A	13.69	0.4493	18.52	1.2203
38051	1156.87	#N/A N/A	#N/A N/A	14.1	0.4775	18.75	1.2366
38054	1147.21	#N/A N/A	#N/A N/A	13.7	0.4643	18.79	1.2407
38055	1140.58	#N/A N/A	#N/A N/A	13.53	0.4839	18.22	1.2326
38056	1123.89	#N/A N/A	#N/A N/A	13.19	0.4943	18.03	1.2225
38057	1106.78	#N/A N/A	#N/A N/A	13.02	0.4848	17.5	1.2355
38058	1120.57	#N/A N/A	#N/A N/A	13.29	0.4921	17.39	1.2215
38061	1104.49	#N/A N/A	#N/A N/A	13.02	0.4723	16.97	1.2265
38062	1110.7	#N/A N/A	#N/A N/A	13.08	0.4611	17.07	1.2273
38063	1123.75	#N/A N/A	#N/A N/A	13.37	0.4677	17.45	1.2237
38064	1122.32	#N/A N/A	#N/A N/A	13.32	0.4584	16.74	1.239
38065	1109.78	#N/A N/A	#N/A N/A	13.06	0.4618	16.58	1.229
38068	1095.4	#N/A N/A	#N/A N/A	12.91	0.4618	15.98	1.2331
38069	1093.95	#N/A N/A	#N/A N/A	12.89	0.4516	16.07	1.2339
38070	1091.33	#N/A N/A	#N/A N/A	12.99	0.4554	16	1.2135
38071	1109.19	#N/A N/A	#N/A N/A	13.18	0.4798	16.51	1.2128
38072	1108.06	#N/A N/A	#N/A N/A	13.28	0.4829	16.22	1.2132
38075	1122.47	#N/A N/A	#N/A N/A	13.41	0.4984	16.51	1.2158
38076	1127	#N/A N/A	#N/A N/A	13.65	0.4986	16.46	1.2171
38077	1126.21	#N/A N/A	#N/A N/A	13.57	0.4829	16.68	1.2316
38078	1132.17	#N/A N/A	#N/A N/A	13.42	0.4841	16.73	1.2365
38079	1141.81	#N/A N/A	#N/A N/A	13.66	0.4911	17.4	1.2136
38082	1150.57	#N/A N/A	#N/A N/A	14.07	0.5057	17.35	1.2018
38083	1148.16	#N/A N/A	#N/A N/A	14	0.497	14.43	1.2118
38084	1140.53	#N/A N/A	#N/A N/A	13.67	0.4877	13.91	1.2175
38085	1139.32	#N/A N/A	#N/A N/A	13.59	0.4916	14.05	1.2088
38089	1145.2	#N/A N/A	#N/A N/A	13.69	0.5007	14.05	1.2078
38090	1129.44	#N/A N/A	#N/A N/A	13.41	0.4809	14.09	1.1946
38091	1128.17	#N/A N/A	#N/A N/A	13.24	0.4757	13.74	1.1962
38092	1128.84	#N/A N/A	#N/A N/A	13.12	0.5232	13.51	1.1984
38093	1134.61	#N/A N/A	#N/A N/A	13.34	0.5211	12.4	1.1993
38096	1135.82	#N/A N/A	#N/A N/A	13.35	0.5063	12.57	1.2023
38097	1118.15	#N/A N/A	#N/A N/A	13.56	0.4952	12.77	1.1868
38098	1124.09	#N/A N/A	#N/A N/A	14.94	0.4952	12.53	1.1843
38099	1139.93	#N/A N/A	#N/A N/A	15.77	0.4961	12.7	1.1904
38100	1140.6	#N/A N/A	#N/A N/A	15.7	0.4946	12.78	1.1843
38103	1135.53	#N/A N/A	#N/A N/A	15.69	0.4845	12.76	1.1867
38104	1138.11	#N/A N/A	#N/A N/A	16.03	0.4811	12.57	1.1925
38105	1122.41	#N/A N/A	#N/A N/A	15.5	0.4723	12.33	1.1842
38106	1113.89	#N/A N/A	#N/A N/A	15.37	0.478	12.06	1.1962
38107	1107.31	#N/A N/A	#N/A N/A	15.36	0.4604	11.74	1.198
38110	1117.49	#N/A N/A	#N/A N/A	15.27	0.4655	11.82	1.1946
38111	1119.55	#N/A N/A	#N/A N/A	15.41	0.4668	11.64	1.21
38112	1121.53	#N/A N/A	#N/A N/A	15.12	0.4759	11.88	1.2175
38113	1113.99	#N/A N/A	#N/A N/A	14.89	0.4746	11.66	1.2082
38114	1098.7	#N/A N/A	#N/A N/A	14.4	0.4763	11.78	1.1884
38117	1087.12	#N/A N/A	#N/A N/A	14.01	0.4693	11.5	1.1849
38118	1095.45	#N/A N/A	#N/A N/A	14.38	0.4846	11.53	1.1872
38119	1097.28	#N/A N/A	#N/A N/A	14.49	0.4875	11.32	1.1903
38120	1096.44	#N/A N/A	#N/A N/A	14.41	0.4855	11.38	1.1822
38121	1095.7	#N/A N/A	#N/A N/A	14.7	0.4832	11.1	1.1888
38124	1084.1	#N/A N/A	#N/A N/A	14.27	0.4757	10.9	1.2027
38125	1091.49	#N/A N/A	#N/A N/A	14.45	0.4832	11.15	1.1953
38126	1088.69	#N/A N/A	#N/A N/A	14.08	0.4727	11.36	1.2009
38127	1089.19	#N/A N/A	#N/A N/A	14.18	0.477	11.36	1.1965
38128	1093.56	#N/A N/A	#N/A N/A	14.24	0.4841	10.83	1.198
38131	1095.41	#N/A N/A	#N/A N/A	14.29	0.4882	10.98	1.2005
38132	1113.05	#N/A N/A	#N/A N/A	14.68	0.5073	10.85	1.2107
38133	1114.94	#N/A N/A	#N/A N/A	15.02	0.5091	11	1.2106
38134	1121.28	#N/A N/A	#N/A N/A	15.04	0.503	11.25	1.2264
38135	1120.68	#N/A N/A	#N/A N/A	14.85	0.5011	11.16	1.2223
38139	1121.2	#N/A N/A	#N/A N/A	15.04	0.5011	11.16	1.2248
38140	1124.99	#N/A N/A	#N/A N/A	14.89	0.5164	11.09	1.2215
38141	1116.64	#N/A N/A	#N/A N/A	14.75	0.5071	11.06	1.2228
38142	1122.5	#N/A N/A	#N/A N/A	14.91	0.5139	11.36	1.2283
38145	1140.42	#N/A N/A	#N/A N/A	15.2	0.5323	11.64	1.2322
38146	1142.18	#N/A N/A	#N/A N/A	15.42	0.542	11.64	1.2269
38147	1131.33	#N/A N/A	#N/A N/A	15.4	0.5393	11.81	1.2049
38148	1136.47	#N/A N/A	#N/A N/A	15.58	0.5489	11.74	1.2106
38149	1136.47	#N/A N/A	#N/A N/A	15.58	0.5489	11.93	1.2006
38152	1125.29	#N/A N/A	#N/A N/A	15.22	0.5379	11.66	1.2058
38153	1132.01	#N/A N/A	#N/A N/A	15.41	0.548	11.77	1.2162
38154	1133.56	#N/A N/A	#N/A N/A	15.63	0.5846	11.71	1.2011
38155	1132.05	#N/A N/A	#N/A N/A	15.64	0.5859	11.58	1.2054
38156	1135.02	#N/A N/A	#N/A N/A	15.89	0.5877	11.7	1.2137
38159	1130.3	#N/A N/A	#N/A N/A	15.65	0.5773	11.71	1.2114
38160	1134.41	#N/A N/A	#N/A N/A	16	0.5893	11.55	1.2108
38161	1144.06	#N/A N/A	#N/A N/A	16.36	0.6018	11.63	1.2093
38162	1140.65	#N/A N/A	#N/A N/A	16.15	0.5925	11.68	1.217
38163	1134.43	#N/A N/A	#N/A N/A	15.85	0.6018	11.68	1.2178
38166	1133.35	#N/A N/A	#N/A N/A	15.65	0.5802	11.75	1.2186
38167	1136.2	#N/A N/A	#N/A N/A	15.87	0.5804	11.64	1.2081
38168	1140.84	#N/A N/A	#N/A N/A	15.65	0.5811	11.86	1.22
38169	1128.94	#N/A N/A	#N/A N/A	15.02	0.5768	12.05	1.216
38170	1125.38	#N/A N/A	#N/A N/A	14.95	0.555	11.81	1.2316
38174	1116.21	#N/A N/A	#N/A N/A	14.96	0.5527	11.6	1.2284
38175	1118.33	#N/A N/A	#N/A N/A	14.96	0.5427	11.47	1.2373
38176	1109.11	#N/A N/A	#N/A N/A	14.77	0.5382	11.55	1.2385
38177	1112.81	#N/A N/A	#N/A N/A	15.16	0.5363	11.68	1.2415
38180	1114.35	#N/A N/A	#N/A N/A	15.15	0.5204	11.59	1.2409
38181	1115.14	#N/A N/A	#N/A N/A	15.15	0.5218	11.56	1.2327
38182	1111.47	#N/A N/A	#N/A N/A	15.1	0.5282	11.36	1.238
38183	1106.69	#N/A N/A	#N/A N/A	15.03	0.588	10.01	1.2355
38184	1101.4	#N/A N/A	#N/A N/A	14.85	0.575	9.82	1.2452
38187	1100.91	#N/A N/A	#N/A N/A	14.98	0.5709	9.74	1.2441
38188	1108.67	#N/A N/A	#N/A N/A	14.6	0.575	9.82	1.233
38189	1093.88	#N/A N/A	#N/A N/A	14.53	0.5646	9.99	1.2259
38190	1096.85	#N/A N/A	#N/A N/A	14.65	0.5657	9.7	1.2257
38191	1086.2	#N/A N/A	#N/A N/A	14.67	0.5482	9.72	1.2093
38194	1084.07	#N/A N/A	#N/A N/A	14.74	0.5582	9.67	1.2142
38195	1094.83	#N/A N/A	#N/A N/A	14.88	0.5791	9.64	1.2058
38196	1095.42	#N/A N/A	#N/A N/A	15.19	0.5763	9.39	1.2056
38197	1100.43	#N/A N/A	#N/A N/A	14.95	0.5829	9.61	1.2045
38198	1101.72	#N/A N/A	#N/A N/A	14.72	0.5775	9.53	1.2019
38201	1106.62	#N/A N/A	#N/A N/A	15.05	0.5639	9.47	1.2026
38202	1099.69	#N/A N/A	#N/A N/A	14.71	0.5588	9.59	1.2061
38203	1098.63	#N/A N/A	#N/A N/A	14.69	0.5677	9.5	1.205
38204	1080.7	#N/A N/A	#N/A N/A	14.2	0.5605	9.54	1.2054
38205	1063.97	#N/A N/A	#N/A N/A	14.07	0.5318	9.14	1.2279
38208	1065.22	#N/A N/A	#N/A N/A	14.08	0.5411	9.1	1.2273
38209	1079.04	#N/A N/A	#N/A N/A	14.32	0.5629	9.26	1.2237
38210	1075.8	#N/A N/A	#N/A N/A	14.23	0.5538	9.14	1.2218
38211	1063.23	#N/A N/A	#N/A N/A	13.86	0.5423	8.97	1.2252
38212	1064.8	#N/A N/A	#N/A N/A	13.8	0.5507	9.08	1.2374
38215	1079.34	#N/A N/A	#N/A N/A	14.06	0.5496	9.24	1.2363
38216	1081.71	#N/A N/A	#N/A N/A	14.15	0.5513	9.46	1.2354
38217	1095.17	#N/A N/A	#N/A N/A	14.3	0.5668	9.51	1.2337
38218	1091.23	#N/A N/A	#N/A N/A	14	0.5484	9.62	1.2363
38219	1098.35	#N/A N/A	#N/A N/A	14.11	0.55	9.49	1.2321
38222	1095.68	#N/A N/A	#N/A N/A	14.04	0.555	9.67	1.2143
38223	1096.19	#N/A N/A	#N/A N/A	13.91	0.5705	9.6	1.2082
38224	1104.96	#N/A N/A	#N/A N/A	13.96	0.5902	9.62	1.2083
38225	1105.09	#N/A N/A	#N/A N/A	13.97	0.6189	9.82	1.2102
38226	1107.77	#N/A N/A	#N/A N/A	14.12	0.6134	9.79	1.2011
38229	1099.15	#N/A N/A	#N/A N/A	13.96	0.6093	9.76	1.2049
38230	1104.24	#N/A N/A	#N/A N/A	14.11	0.6159	9.62	1.2183
38231	1105.91	#N/A N/A	#N/A N/A	13.9	0.6404	9.68	1.2188
38232	1118.31	#N/A N/A	#N/A N/A	14.36	0.6368	10.04	1.2175
38233	1113.63	#N/A N/A	#N/A N/A	14.21	0.6291	10.22	1.2058
38237	1121.3	#N/A N/A	#N/A N/A	14.56	0.6386	10.35	1.2109
38238	1116.27	#N/A N/A	#N/A N/A	14.25	0.6491	10.5	1.2183
38239	1118.38	#N/A N/A	#N/A N/A	14.17	0.6375	11.15	1.2214
38240	1123.92	#N/A N/A	#N/A N/A	13.96	0.6405	11.16	1.2262
38243	1125.82	#N/A N/A	#N/A N/A	14.1	0.6355	11.32	1.2261
38244	1128.33	#N/A N/A	#N/A N/A	13.98	0.6338	11.22	1.2254
38245	1120.37	#N/A N/A	#N/A N/A	13.81	0.6286	11.16	1.2151
38246	1123.5	#N/A N/A	#N/A N/A	13.95	0.6491	11.33	1.2182
38247	1128.55	#N/A N/A	#N/A N/A	14.22	0.6632	11.44	1.2187
38250	1122.2	#N/A N/A	#N/A N/A	14.13	0.6734	11.54	1.2176
38251	1129.3	#N/A N/A	#N/A N/A	14.23	0.6788	11.46	1.2336
38252	1113.56	#N/A N/A	#N/A N/A	14	0.6593	11.35	1.2269
38253	1108.36	#N/A N/A	#N/A N/A	13.8	0.6655	11.15	1.2271
38254	1110.11	#N/A N/A	#N/A N/A	13.8	0.6659	11.21	1.2276
